Coverage ID,Coverage Year,Coverage Month,Coverage Day
8289,2023,12,29
8290,2023,10,11
8291,2022,2,21
8292,2025,2,16
8293,2022,10,10
8294,2023,12,18
8295,2022,6,28
8296,2021,6,26
8297,2022,5,9
8298,2022,7,10
8299,2021,7,25
8300,2024,8,19
8301,2021,1,23
8302,2024,9,30
8303,2022,8,27
8304,2022,3,11
8305,2021,2,24
8306,2024,8,17
8307,2023,3,21
8308,2022,2,17
8309,2025,1,15
8310,2024,10,5
8311,2022,5,5
8312,2022,2,2
8313,2022,9,7
8314,2023,7,2
8315,2022,7,6
8316,2022,12,4
8317,2024,5,20
8318,2024,1,17
8319,2023,10,27
8320,2024,2,12
8321,2022,1,2
8322,2023,5,26
8323,2021,9,21
8324,2021,10,8
8325,2023,12,6
8326,2024,7,1
8327,2025,3,8
8328,2024,11,29
8329,2022,12,8
8330,2021,8,28
8331,2023,10,29
8332,2023,5,18
8333,2021,10,8
8334,2025,2,20
8335,2021,5,13
8336,2024,4,25
8337,2023,9,7
8338,2024,7,1
8339,2021,11,18
8340,2021,11,30
8341,2022,10,6
8342,2023,2,6
8343,2024,7,27
8344,2022,10,2
8345,2022,1,25
8346,2023,12,16
8347,2022,9,11
8348,2025,2,2
8349,2024,12,21
8350,2021,3,13
8351,2025,2,28
8352,2021,10,20
8353,2023,1,28
8354,2022,4,3
8355,2022,6,13
8356,2024,12,25
8357,2021,1,20
8358,2022,3,23
8359,2022,4,28
8360,2022,7,15
8361,2024,12,5
8362,2023,2,4
8363,2021,10,13
8364,2023,10,29
8365,2021,12,15
8366,2021,1,21
8367,2022,9,26
8368,2021,8,16
8369,2023,4,23
8370,2023,1,21
8371,2022,8,18
8372,2023,10,20
8373,2023,5,13
8374,2021,3,15
8375,2023,2,12
8376,2021,2,24
8377,2021,5,28
8378,2021,2,4
8379,2023,4,1
8380,2021,4,13
8381,2021,3,23
8382,2021,2,12
8383,2023,2,5
8384,2023,7,3
8385,2024,11,29
8386,2024,7,26
8387,2022,5,11
8388,2021,9,3
8389,2021,1,5
8390,2023,3,27
8391,2021,7,4
8392,2024,7,22
8393,2022,10,13
8394,2021,1,6
8395,2021,7,6
8396,2021,12,24
8397,2023,6,26
8398,2022,10,20
8399,2021,2,25
8400,2021,9,29
8401,2022,4,25
8402,2022,6,16
8403,2022,2,13
8404,2023,1,31
8405,2023,10,29
8406,2021,5,6
8407,2023,4,18
8408,2022,9,1
8409,2021,8,7
8410,2021,12,7
8411,2024,5,13
8412,2022,1,10
8413,2025,3,4
8414,2021,9,28
8415,2024,5,13
8416,2022,6,1
8417,2024,3,7
8418,2024,2,26
8419,2021,6,2
8420,2023,3,2
8421,2022,4,19
8422,2023,5,17
8423,2023,11,15
8424,2021,6,2
8425,2021,2,10
8426,2021,3,8
8427,2024,7,29
8428,2023,3,12
8429,2022,11,18
8430,2023,11,16
8431,2023,6,22
8432,2022,2,15
8433,2021,10,17
8434,2022,3,29
8435,2022,2,3
8436,2022,11,10
8437,2023,9,23
8438,2024,12,31
8439,2021,10,17
8440,2023,4,23
8441,2024,1,13
8442,2025,2,5
8443,2024,9,21
8444,2024,1,28
8445,2023,7,12
8446,2022,7,19
8447,2022,4,19
8448,2024,7,15
8449,2022,6,1
8450,2024,9,26
8451,2021,4,1
8452,2022,5,30
8453,2023,8,12
8454,2024,12,25
8455,2021,11,26
8456,2022,10,25
8457,2021,9,2
8458,2021,3,22
8459,2023,11,20
8460,2022,9,25
8461,2023,10,7
8462,2022,6,24
8463,2024,7,17
8464,2024,4,26
8465,2023,9,25
8466,2024,2,1
8467,2021,11,8
8468,2021,6,1
8469,2022,1,22
8470,2021,2,17
8471,2022,12,7
8472,2023,2,6
8473,2022,10,23
8474,2021,8,29
8475,2025,3,5
8476,2022,4,2
8477,2021,3,21
8478,2021,11,15
8479,2022,6,5
8480,2023,9,5
8481,2023,12,7
8482,2024,2,15
8483,2022,8,13
8484,2025,3,15
8485,2024,9,16
8486,2023,6,6
8487,2023,10,11
8488,2022,11,24
8489,2021,7,3
8490,2022,7,20
8491,2022,1,20
8492,2021,12,25
8493,2024,7,23
8494,2021,5,2
8495,2024,10,15
8496,2024,4,1
8497,2024,1,2
8498,2024,12,23
8499,2023,1,26
8500,2023,7,23
8501,2021,3,17
8502,2022,4,30
8503,2024,10,17
8504,2022,10,4
8505,2022,7,11
8506,2022,7,7
8507,2024,3,20
8508,2021,3,10
8509,2021,6,4
8510,2025,2,24
8511,2021,2,4
8512,2021,6,23
8513,2021,6,10
8514,2023,8,27
8515,2023,11,25
8516,2023,11,27
8517,2022,4,4
8518,2021,8,22
8519,2024,12,11
8520,2024,2,9
8521,2023,8,25
8522,2024,10,27
8523,2025,1,6
8524,2021,11,5
8525,2023,2,1
8526,2022,3,7
8527,2024,1,9
8528,2021,8,7
8529,2021,4,14
8530,2021,12,13
8531,2022,11,11
8532,2024,12,29
8533,2025,2,16
8534,2022,6,8
8535,2023,11,3
8536,2021,8,19
8537,2024,10,15
8538,2021,3,19
8539,2021,6,6
8540,2023,6,14
8541,2023,1,11
8542,2024,8,20
8543,2022,7,5
8544,2022,7,16
8545,2021,8,11
8546,2024,1,10
8547,2023,4,22
8548,2023,5,24
8549,2024,7,25
8550,2022,1,13
8551,2021,9,17
8552,2022,9,10
8553,2021,5,15
8554,2021,12,10
8555,2023,11,4
8556,2021,10,17
8557,2024,2,15
8558,2024,3,3
8559,2021,7,13
8560,2023,12,21
8561,2022,9,9
8562,2022,7,15
8563,2023,6,27
8564,2022,7,1
8565,2022,6,28
8566,2025,3,6
8567,2023,11,17
8568,2021,7,10
8569,2022,10,1
8570,2024,6,12
8571,2024,2,19
8572,2024,1,16
8573,2023,1,30
8574,2023,6,13
8575,2021,12,10
8576,2021,12,30
8577,2024,10,3
8578,2023,8,6
8579,2022,8,13
8580,2022,2,14
8581,2022,4,2
8582,2021,4,12
8583,2025,3,8
8584,2024,9,5
8585,2022,12,26
8586,2023,12,30
8587,2023,5,8
8588,2021,2,10
8589,2023,11,7
8590,2023,2,13
8591,2021,12,11
8592,2022,10,12
8593,2021,4,13
8594,2024,7,25
8595,2025,2,12
8596,2021,1,21
8597,2023,1,29
8598,2024,11,11
8599,2023,5,23
8600,2023,3,9
8601,2021,4,11
8602,2021,10,8
8603,2022,2,10
8604,2022,1,20
8605,2025,3,19
8606,2024,4,21
8607,2022,3,25
8608,2022,10,14
8609,2022,7,22
8610,2021,5,15
8611,2023,2,7
8612,2024,6,19
8613,2023,8,1
8614,2023,5,28
8615,2023,10,16
8616,2021,3,27
8617,2024,4,25
8618,2022,11,17
8619,2021,10,9
8620,2024,11,26
8621,2022,11,20
8622,2024,3,13
8623,2022,4,26
8624,2022,9,6
8625,2024,6,29
8626,2023,3,18
8627,2025,1,1
8628,2021,9,24
8629,2022,5,23
8630,2023,9,23
8631,2024,12,11
8632,2025,2,23
8633,2022,5,28
8634,2021,9,27
8635,2021,10,6
8636,2022,4,25
8637,2025,1,25
8638,2021,4,30
8639,2024,12,10
8640,2021,11,4
8641,2022,3,5
8642,2022,5,27
8643,2025,1,7
8644,2024,1,11
8645,2021,6,23
8646,2025,2,6
8647,2024,12,22
8648,2023,5,22
8649,2024,6,28
8650,2024,12,21
8651,2022,4,29
8652,2025,1,3
8653,2022,12,11
8654,2022,9,19
8655,2024,7,8
8656,2021,3,30
8657,2021,5,9
8658,2022,12,20
8659,2023,7,27
8660,2021,4,19
8661,2022,3,7
8662,2023,7,20
8663,2024,11,17
8664,2024,11,19
8665,2023,2,17
8666,2022,5,19
8667,2021,4,9
8668,2023,11,29
8669,2023,4,5
8670,2021,2,28
8671,2022,11,20
8672,2022,11,4
8673,2021,3,31
8674,2021,12,21
8675,2023,9,3
8676,2021,12,14
8677,2024,1,23
8678,2025,1,28
8679,2021,8,12
8680,2024,6,27
8681,2022,2,7
8682,2024,10,31
8683,2022,10,12
8684,2021,9,17
8685,2022,10,1
8686,2023,2,21
8687,2023,1,23
8688,2022,1,11
8689,2024,3,7
8690,2022,11,9
8691,2024,10,26
8692,2021,6,27
8693,2024,7,25
8694,2023,11,13
8695,2021,12,8
8696,2021,6,6
8697,2022,7,8
8698,2022,8,14
8699,2024,9,10
8700,2023,9,14
8701,2023,3,23
8702,2023,4,28
8703,2024,12,29
8704,2025,3,4
8705,2025,1,29
8706,2021,3,29
8707,2025,3,4
8708,2024,6,7
8709,2025,3,12
8710,2024,3,24
8711,2022,11,8
8712,2024,8,23
8713,2024,7,18
8714,2022,11,11
8715,2022,9,16
8716,2022,5,31
8717,2021,4,27
8718,2023,5,10
8719,2023,5,24
8720,2021,8,1
8721,2023,11,17
8722,2023,1,25
8723,2021,9,10
8724,2023,9,24
8725,2022,1,12
8726,2025,3,16
8727,2023,3,4
8728,2021,7,11
8729,2021,5,7
8730,2023,3,28
8731,2022,9,9
8732,2021,2,8
8733,2022,11,10
8734,2024,4,4
8735,2022,3,17
8736,2023,1,30
8737,2024,2,18
8738,2022,1,1
8739,2023,7,26
8740,2024,9,18
8741,2021,11,29
8742,2022,6,29
8743,2022,3,25
8744,2023,6,22
8745,2021,8,22
8746,2021,2,6
8747,2024,12,25
8748,2022,6,21
8749,2021,10,10
8750,2021,5,18
8751,2024,8,5
8752,2022,8,4
8753,2022,6,26
8754,2023,3,24
8755,2023,8,22
8756,2024,9,26
8757,2023,8,20
8758,2021,11,9
8759,2022,11,21
8760,2021,8,31
8761,2024,3,14
8762,2022,9,28
8763,2023,8,15
8764,2024,1,23
8765,2022,10,24
8766,2022,3,13
8767,2023,2,6
8768,2022,6,3
8769,2024,12,4
8770,2024,1,14
8771,2024,5,4
8772,2022,11,9
8773,2024,9,27
8774,2023,7,18
8775,2024,10,15
8776,2022,9,27
8777,2022,10,17
8778,2023,10,29
8779,2024,2,12
8780,2022,5,4
8781,2023,2,8
8782,2021,1,11
8783,2021,5,25
8784,2023,7,20
8785,2023,10,14
8786,2021,8,21
8787,2021,9,12
8788,2022,12,7
8789,2021,2,10
8790,2023,10,31
8791,2024,5,29
8792,2023,11,19
8793,2021,6,14
8794,2023,4,6
8795,2022,4,6
8796,2023,12,18
8797,2023,8,3
8798,2024,11,27
8799,2024,2,6
8800,2023,10,13
8801,2022,10,19
8802,2023,9,11
8803,2022,2,16
8804,2023,1,18
8805,2024,4,28
8806,2021,2,25
8807,2024,3,18
8808,2023,7,9
8809,2023,1,14
8810,2023,11,25
8811,2022,3,21
8812,2023,7,16
8813,2023,4,18
8814,2022,11,6
8815,2024,5,27
8816,2021,8,12
8817,2021,10,1
8818,2022,8,24
8819,2023,6,12
8820,2021,1,13
8821,2023,12,27
8822,2023,4,4
8823,2022,6,25
8824,2022,11,19
8825,2024,2,26
8826,2024,9,10
8827,2021,2,22
8828,2024,5,8
8829,2024,5,22
8830,2022,12,23
8831,2024,10,18
8832,2024,8,19
8833,2021,2,12
8834,2024,10,12
8835,2021,10,3
8836,2021,9,17
8837,2024,11,11
8838,2021,12,23
8839,2024,5,5
8840,2021,4,9
8841,2024,11,3
8842,2024,4,25
8843,2021,5,15
8844,2022,3,21
8845,2021,8,20
8846,2021,7,6
8847,2025,3,9
8848,2022,4,2
8849,2023,2,10
8850,2021,3,2
8851,2023,7,14
8852,2024,1,2
8853,2023,6,11
8854,2023,1,27
8855,2024,11,25
8856,2024,1,27
8857,2022,10,11
8858,2022,6,2
8859,2021,12,31
8860,2021,8,28
8861,2023,4,14
8862,2024,4,4
8863,2021,10,31
8864,2023,11,6
8865,2021,9,21
8866,2023,11,29
8867,2023,5,22
8868,2022,2,5
8869,2024,10,7
8870,2023,8,29
8871,2025,1,26
8872,2021,6,18
8873,2023,7,20
8874,2022,2,26
8875,2023,3,3
8876,2024,5,3
8877,2023,5,6
8878,2022,2,17
8879,2023,1,25
8880,2022,11,25
8881,2024,10,6
8882,2021,9,4
8883,2024,5,27
8884,2023,6,11
8885,2024,4,27
8886,2021,4,17
8887,2022,3,25
8888,2022,3,1
8889,2024,6,22
8890,2023,10,18
8891,2022,6,28
8892,2021,7,30
8893,2022,12,4
8894,2023,6,18
8895,2021,8,7
8896,2021,12,17
8897,2024,1,23
8898,2024,11,25
8899,2024,7,24
8900,2024,9,15
8901,2022,6,30
8902,2021,10,15
8903,2024,8,9
8904,2025,3,7
8905,2024,1,24
8906,2021,4,10
8907,2023,1,4
8908,2023,12,22
8909,2025,2,2
8910,2021,12,1
8911,2024,8,15
8912,2022,5,23
8913,2022,7,26
8914,2022,8,26
8915,2025,3,5
8916,2022,4,4
8917,2022,12,31
8918,2024,6,7
8919,2022,5,3
8920,2024,7,9
8921,2023,3,8
8922,2022,8,19
8923,2022,3,13
8924,2023,11,27
8925,2022,2,3
8926,2024,7,28
8927,2021,11,3
8928,2024,7,26
8929,2022,4,16
8930,2024,2,5
8931,2024,12,24
8932,2023,4,10
8933,2023,5,22
8934,2024,4,11
8935,2024,9,6
8936,2021,2,3
8937,2024,8,5
8938,2025,1,16
8939,2024,5,30
8940,2023,7,2
8941,2021,7,2
8942,2022,10,8
8943,2024,7,18
8944,2022,3,17
8945,2021,9,6
8946,2022,2,11
8947,2023,4,1
8948,2023,1,30
8949,2021,3,8
8950,2023,5,7
8951,2022,5,5
8952,2024,12,20
8953,2022,7,11
8954,2022,6,8
8955,2021,2,10
8956,2023,1,23
8957,2021,3,10
8958,2021,6,3
8959,2022,1,30
8960,2023,2,28
8961,2024,6,6
8962,2023,12,25
8963,2023,12,10
8964,2022,4,5
8965,2023,5,12
8966,2025,1,29
8967,2022,2,3
8968,2024,11,7
8969,2021,3,16
8970,2023,1,3
8971,2021,8,9
8972,2022,6,17
8973,2022,9,24
8974,2024,3,2
8975,2021,9,6
8976,2021,4,4
8977,2021,12,9
8978,2022,11,8
8979,2024,11,22
8980,2023,11,6
8981,2025,3,9
8982,2023,6,25
8983,2023,4,19
8984,2024,8,7
8985,2023,12,6
8986,2024,11,5
8987,2024,7,24
8988,2022,5,7
8989,2024,4,4
8990,2025,3,10
8991,2024,3,4
8992,2024,11,5
8993,2022,5,25
8994,2022,8,24
8995,2022,9,9
8996,2023,11,26
8997,2022,5,23
8998,2021,3,17
8999,2021,2,17
9000,2021,10,11
9001,2023,3,13
9002,2022,12,9
9003,2025,1,19
9004,2022,10,17
9005,2022,9,7
9006,2022,12,9
9007,2023,3,9
9008,2021,8,30
9009,2024,8,26
9010,2022,5,17
9011,2023,1,17
9012,2024,10,7
9013,2022,11,2
9014,2024,4,23
9015,2021,4,29
9016,2021,9,17
9017,2024,11,11
9018,2022,3,25
9019,2022,6,9
9020,2021,11,4
9021,2022,5,31
9022,2021,8,6
9023,2021,10,2
9024,2022,12,18
9025,2023,3,23
9026,2022,3,29
9027,2021,4,19
9028,2023,12,9
9029,2024,8,24
9030,2021,10,18
9031,2021,12,28
9032,2022,8,18
9033,2021,12,15
9034,2024,5,22
9035,2023,10,28
9036,2022,7,20
9037,2023,4,16
9038,2023,9,16
9039,2023,4,4
9040,2022,9,4
9041,2022,6,24
9042,2023,12,19
9043,2023,12,11
9044,2022,8,10
9045,2022,9,27
9046,2023,4,18
9047,2023,7,27
9048,2024,10,19
9049,2022,12,5
9050,2024,3,25
9051,2023,2,26
9052,2022,8,16
9053,2022,3,19
9054,2023,9,7
9055,2023,5,6
9056,2021,3,14
9057,2025,2,18
9058,2023,10,27
9059,2022,8,2
9060,2025,1,4
9061,2024,9,18
9062,2022,7,29
9063,2022,11,30
9064,2024,7,19
9065,2023,6,10
9066,2023,10,15
9067,2021,2,19
9068,2025,1,19
9069,2021,1,7
9070,2021,5,2
9071,2022,3,11
9072,2024,5,30
9073,2023,11,20
9074,2024,4,17
9075,2023,6,7
9076,2023,1,18
9077,2023,1,28
9078,2024,1,13
9079,2024,10,13
9080,2023,12,9
9081,2024,11,15
9082,2024,8,7
9083,2021,12,20
9084,2024,1,4
9085,2021,11,1
9086,2025,2,16
9087,2024,10,27
9088,2024,1,9
9089,2023,3,30
9090,2024,9,21
9091,2022,6,22
9092,2022,3,1
9093,2021,9,8
9094,2023,3,21
9095,2023,12,4
9096,2021,3,3
9097,2024,8,20
9098,2022,7,1
9099,2023,8,10
9100,2024,7,22
9101,2021,9,14
9102,2023,12,31
9103,2023,10,10
9104,2023,8,26
9105,2023,7,1
9106,2023,5,12
9107,2022,8,13
9108,2023,5,2
9109,2022,12,4
9110,2021,10,24
9111,2023,11,19
9112,2021,12,18
9113,2021,9,6
9114,2021,11,23
9115,2021,5,7
9116,2024,4,7
9117,2023,12,7
9118,2021,7,7
9119,2023,11,16
9120,2024,10,27
9121,2021,8,3
9122,2021,10,5
9123,2021,11,5
9124,2021,1,13
9125,2024,2,19
9126,2024,9,17
9127,2021,9,3
9128,2024,11,4
9129,2025,3,11
9130,2021,4,22
9131,2022,2,26
9132,2024,1,29
9133,2021,4,19
9134,2021,11,25
9135,2021,10,31
9136,2022,4,11
9137,2024,1,15
9138,2024,1,11
9139,2022,3,13
9140,2022,2,6
9141,2023,5,25
9142,2023,1,22
9143,2021,4,2
9144,2021,7,21
9145,2023,10,28
9146,2024,10,7
9147,2021,10,10
9148,2022,6,26
9149,2021,5,7
9150,2024,6,19
9151,2021,3,3
9152,2022,9,14
9153,2024,10,2
9154,2022,6,24
9155,2021,6,30
9156,2024,1,23
9157,2022,1,13
9158,2023,1,20
9159,2021,5,22
9160,2025,2,12
9161,2023,10,22
9162,2024,11,21
9163,2021,7,11
9164,2021,7,3
9165,2024,3,27
9166,2024,12,18
9167,2025,2,24
9168,2022,8,27
9169,2024,1,31
9170,2021,1,6
9171,2023,11,29
9172,2022,12,14
9173,2021,10,23
9174,2023,11,5
9175,2024,12,3
9176,2021,12,17
9177,2022,10,16
9178,2021,11,4
9179,2021,1,20
9180,2021,7,15
9181,2022,8,16
9182,2024,9,24
9183,2021,3,10
9184,2024,4,7
9185,2023,3,25
9186,2024,2,6
9187,2022,8,6
9188,2022,1,20
9189,2021,6,22
9190,2022,8,7
9191,2024,7,31
9192,2023,1,18
9193,2022,1,15
9194,2025,3,19
9195,2022,3,16
9196,2022,12,27
9197,2024,11,15
9198,2021,6,24
9199,2023,7,8
9200,2024,9,20
9201,2024,12,26
9202,2024,10,14
9203,2024,3,6
9204,2024,9,16
9205,2022,12,21
9206,2021,2,9
9207,2024,9,2
9208,2023,10,8
9209,2024,4,27
9210,2024,3,28
9211,2023,4,12
9212,2021,12,8
9213,2025,1,27
9214,2024,6,18
9215,2023,9,8
9216,2022,10,8
9217,2022,3,10
9218,2021,1,31
9219,2022,11,14
9220,2021,5,23
9221,2023,3,7
9222,2023,12,27
9223,2023,9,10
9224,2023,6,5
9225,2022,3,15
9226,2021,3,14
9227,2024,1,2
9228,2022,10,12
9229,2022,1,29
9230,2022,3,22
9231,2023,11,3
9232,2024,2,4
9233,2021,6,21
9234,2023,6,7
9235,2021,5,30
9236,2024,3,3
9237,2021,10,24
9238,2025,2,25
9239,2023,9,2
9240,2022,9,22
9241,2023,8,19
9242,2024,11,23
9243,2024,10,8
9244,2023,10,28
9245,2021,6,22
9246,2021,5,6
9247,2023,4,29
9248,2024,3,24
9249,2021,2,11
9250,2021,10,3
9251,2024,2,24
9252,2023,10,13
9253,2024,9,15
9254,2022,12,10
9255,2024,3,7
9256,2022,11,9
9257,2024,4,23
9258,2022,7,29
9259,2021,10,29
9260,2021,9,4
9261,2024,4,1
9262,2021,4,28
9263,2021,4,27
9264,2021,5,4
9265,2022,5,18
9266,2024,2,4
9267,2024,5,3
9268,2022,12,24
9269,2021,3,31
9270,2021,11,6
9271,2024,1,5
9272,2024,9,6
9273,2024,12,2
9274,2024,7,7
9275,2021,2,2
9276,2021,3,4
9277,2023,8,20
9278,2022,11,3
9279,2022,3,25
9280,2023,1,27
9281,2023,8,20
9282,2022,8,14
9283,2023,11,21
9284,2024,1,22
9285,2023,3,17
9286,2024,4,16
9287,2024,7,29
9288,2024,1,22
9289,2024,6,4
9290,2024,5,9
9291,2022,10,18
9292,2023,10,23
9293,2024,4,16
9294,2024,4,8
9295,2021,2,21
9296,2024,5,2
9297,2022,2,17
9298,2022,7,23
9299,2023,11,20
9300,2023,2,27
9301,2021,6,16
9302,2024,3,14
9303,2022,11,23
9304,2021,10,1
9305,2023,1,24
9306,2021,4,5
9307,2023,11,15
9308,2023,12,7
9309,2021,8,8
9310,2021,3,31
9311,2023,3,22
9312,2023,7,31
9313,2025,1,9
9314,2023,6,12
9315,2022,8,11
9316,2023,12,14
9317,2023,3,8
9318,2023,8,11
9319,2021,4,9
9320,2022,5,16
9321,2024,9,26
9322,2025,1,16
9323,2021,4,6
9324,2021,5,19
9325,2024,6,20
9326,2022,10,31
9327,2024,6,16
9328,2024,7,4
9329,2025,2,17
9330,2022,11,11
9331,2024,9,6
9332,2023,4,27
9333,2021,11,12
9334,2021,1,31
9335,2024,5,27
9336,2023,9,18
9337,2023,11,21
9338,2023,6,8
9339,2024,8,27
9340,2024,7,29
9341,2024,4,23
9342,2022,1,15
9343,2021,3,28
9344,2023,8,10
9345,2024,9,27
9346,2022,8,25
9347,2022,1,12
9348,2023,4,29
9349,2021,10,7
9350,2023,11,3
9351,2022,11,18
9352,2022,12,21
9353,2023,2,14
9354,2022,11,12
9355,2024,7,20
9356,2021,3,22
9357,2021,9,23
9358,2023,5,31
9359,2022,8,11
9360,2021,12,12
9361,2021,1,8
9362,2021,6,8
9363,2024,6,11
9364,2023,8,7
9365,2023,6,30
9366,2024,1,21
9367,2023,2,20
9368,2023,3,24
9369,2022,1,6
9370,2023,7,13
9371,2023,1,8
9372,2023,7,7
9373,2024,1,22
9374,2023,9,11
9375,2025,2,1
9376,2021,10,11
9377,2022,12,8
9378,2024,12,23
9379,2024,8,20
9380,2024,1,15
9381,2022,7,23
9382,2024,2,15
9383,2023,11,14
9384,2024,8,27
9385,2022,3,3
9386,2025,1,3
9387,2021,4,28
9388,2023,8,10
9389,2021,5,11
9390,2024,10,8
9391,2021,11,3
9392,2021,10,14
9393,2024,3,13
9394,2023,10,14
9395,2023,4,14
9396,2022,9,15
9397,2021,4,15
9398,2024,6,28
9399,2021,6,3
9400,2021,6,30
9401,2021,1,30
9402,2023,8,4
9403,2022,12,13
9404,2021,1,17
9405,2024,12,23
9406,2023,8,22
9407,2024,7,26
9408,2021,5,15
9409,2022,6,13
9410,2021,12,23
9411,2021,9,21
9412,2025,2,20
9413,2021,12,1
9414,2024,7,14
9415,2025,2,20
9416,2023,4,8
9417,2024,1,27
9418,2022,5,9
9419,2022,8,18
9420,2021,11,26
9421,2022,5,7
9422,2022,3,25
9423,2023,9,8
9424,2022,4,10
9425,2024,10,15
9426,2023,1,19
9427,2021,2,2
9428,2022,1,5
9429,2024,10,11
9430,2022,5,4
9431,2022,6,27
9432,2021,7,31
9433,2021,12,18
9434,2025,1,5
9435,2023,2,11
9436,2024,6,8
9437,2024,6,9
9438,2022,9,11
9439,2024,11,19
9440,2023,6,17
9441,2023,12,12
9442,2021,1,5
9443,2024,3,14
9444,2021,6,8
9445,2023,5,17
9446,2022,4,4
9447,2021,7,25
9448,2023,3,15
9449,2021,1,31
9450,2023,7,2
9451,2024,7,26
9452,2023,1,25
9453,2023,7,30
9454,2021,3,1
9455,2021,9,27
9456,2022,8,15
9457,2021,6,3
9458,2023,11,20
9459,2024,4,10
9460,2023,12,20
9461,2024,10,5
9462,2023,4,22
9463,2024,7,20
9464,2021,2,20
9465,2021,5,6
9466,2022,9,5
9467,2024,3,11
9468,2021,2,11
9469,2021,4,7
9470,2021,2,25
9471,2024,6,4
9472,2021,6,15
9473,2024,8,11
9474,2022,8,24
9475,2023,10,11
9476,2021,12,21
9477,2021,11,23
9478,2024,3,27
9479,2021,5,20
9480,2022,7,23
9481,2022,11,7
9482,2025,2,16
9483,2022,11,3
9484,2021,6,16
9485,2022,12,17
9486,2022,7,26
9487,2022,5,19
9488,2022,9,29
9489,2023,4,7
9490,2021,10,29
9491,2021,2,8
9492,2024,10,25
9493,2024,11,27
9494,2024,4,9
9495,2023,3,28
9496,2021,12,6
9497,2021,5,2
9498,2025,1,25
9499,2021,12,8
9500,2023,4,22
9501,2022,2,21
9502,2024,4,4
9503,2021,10,1
9504,2022,7,30
9505,2024,11,3
9506,2023,11,21
9507,2021,6,2
9508,2024,7,29
9509,2024,5,31
9510,2024,2,7
9511,2022,8,31
9512,2023,10,2
9513,2022,4,10
9514,2021,1,30
9515,2021,4,15
9516,2023,2,4
9517,2021,12,31
9518,2025,2,24
9519,2024,4,15
9520,2023,5,12
9521,2024,12,5
9522,2021,7,22
9523,2024,3,9
9524,2023,12,2
9525,2022,1,14
9526,2024,4,21
9527,2021,10,17
9528,2023,12,5
9529,2024,8,20
9530,2022,12,15
9531,2021,6,26
9532,2022,3,25
9533,2024,2,2
9534,2023,11,5
9535,2024,4,29
9536,2022,7,4
9537,2024,12,31
9538,2025,1,17
9539,2022,6,5
9540,2025,1,2
9541,2021,9,29
9542,2022,4,16
9543,2021,1,9
9544,2024,5,30
9545,2023,9,23
9546,2024,7,14
9547,2023,5,12
9548,2024,12,27
9549,2023,5,2
9550,2022,12,24
9551,2022,9,4
9552,2024,11,25
9553,2024,1,2
9554,2022,3,23
9555,2024,2,4
9556,2022,7,9
9557,2024,11,29
9558,2021,10,17
9559,2022,1,15
9560,2021,3,25
9561,2021,3,28
9562,2024,1,28
9563,2023,11,3
9564,2025,2,2
9565,2022,12,11
9566,2021,10,21
9567,2021,3,28
9568,2023,1,11
9569,2023,4,21
9570,2023,12,17
9571,2021,7,12
9572,2021,6,4
9573,2022,6,4
9574,2024,4,22
9575,2024,6,12
9576,2024,12,19
9577,2021,10,18
9578,2021,1,22
9579,2024,10,25
9580,2021,1,25
9581,2022,4,6
9582,2021,7,15
9583,2022,10,10
9584,2024,9,5
9585,2023,12,30
9586,2024,12,31
9587,2024,11,5
9588,2023,3,4
9589,2023,8,21
9590,2023,9,6
9591,2022,8,3
9592,2021,10,27
9593,2022,2,18
9594,2023,5,23
9595,2022,2,2
9596,2023,6,24
9597,2022,9,10
9598,2023,8,2
9599,2022,5,25
9600,2024,5,2
9601,2023,4,12
9602,2023,7,11
9603,2023,3,28
9604,2023,3,20
9605,2023,4,3
9606,2024,3,20
9607,2022,12,31
9608,2022,2,23
9609,2024,12,13
9610,2024,12,19
9611,2022,3,5
9612,2021,10,5
9613,2021,5,19
9614,2023,10,30
9615,2022,8,11
9616,2024,4,3
9617,2021,6,9
9618,2024,4,19
9619,2022,5,12
9620,2023,9,28
9621,2024,2,21
9622,2023,4,6
9623,2024,7,3
9624,2021,4,21
9625,2022,7,31
9626,2021,3,6
9627,2022,11,30
9628,2021,10,9
9629,2025,2,4
9630,2023,5,30
9631,2022,3,5
9632,2022,2,14
9633,2023,12,22
9634,2024,10,26
9635,2022,7,7
9636,2024,1,28
9637,2021,8,8
9638,2023,6,11
9639,2022,12,18
9640,2024,11,15
9641,2022,10,13
9642,2023,9,16
9643,2023,6,18
9644,2023,11,13
9645,2021,8,25
9646,2022,1,4
9647,2022,10,5
9648,2022,9,30
9649,2023,12,31
9650,2024,10,18
9651,2022,3,22
9652,2022,10,15
9653,2021,6,23
9654,2021,5,20
9655,2023,6,14
9656,2022,1,7
9657,2021,11,26
9658,2022,4,16
9659,2021,11,14
9660,2021,6,20
9661,2022,10,5
9662,2023,10,14
9663,2022,4,22
9664,2021,6,30
9665,2023,11,6
9666,2024,7,7
9667,2021,5,25
9668,2022,10,16
9669,2022,9,12
9670,2025,2,25
9671,2022,4,13
9672,2025,3,7
9673,2021,2,21
9674,2023,11,14
9675,2024,6,4
9676,2024,5,21
9677,2023,2,2
9678,2023,12,13
9679,2022,12,13
9680,2024,11,13
9681,2023,9,18
9682,2021,1,16
9683,2023,8,18
9684,2022,1,13
9685,2024,12,5
